,name_2,root_1,pitch_class_smaller,cents_diff,matched_pitch_class,n_edo
0,just diatonic,A,A,0.0,A,30
5,just diatonic,A,B,-3.9100017307744803,B,30
8,just diatonic,A,C,4.35871299944751,C,30
13,just diatonic,A,D,0.4487112686725524,D,30
18,just diatonic,A,E,18.044999134612222,E,30
20,just diatonic,A,F,-13.686286135164918,F,30
25,just diatonic,A,G,-17.596287865939992,G,30
0,just diatonic,B,B,0.0,B,30
3,just diatonic,B,C,8.268714730222277,C,30
8,just diatonic,B,D,4.35871299944751,D,30
12,just diatonic,B,E,-18.044999134612663,E,30
15,just diatonic,B,F,-9.776284404390282,F,30
20,just diatonic,B,G,-13.6862861351655,G,30
25,just diatonic,B,A,3.910001730774752,A,30
0,just diatonic,C,C,0.0,C,31
5,just diatonic,C,D,-10.361614634000572,D,31
10,just diatonic,C,E,0.7830603287134593,E,31
13,just diatonic,C,F,5.1808073170003786,F,31
18,just diatonic,C,G,-5.180807317000523,G,31
23,just diatonic,C,A,5.96386764571354,A,31
28,just diatonic,C,B,-4.397746988286735,B,31
0,just diatonic,D,D,0.0,D,31
5,just diatonic,D,E,11.144674962714287,E,31
8,just diatonic,D,F,15.542421951001153,F,31
13,just diatonic,D,G,5.1808073170003786,G,31
18,just diatonic,D,A,16.325482279714127,A,31
23,just diatonic,D,B,5.963867645713923,B,31
26,just diatonic,D,C,10.361614634000848,C,31
0,just diatonic,E,E,0.0,E,31
3,just diatonic,E,F,4.397746988287044,F,31
8,just diatonic,E,G,-5.963867645713857,G,31
13,just diatonic,E,A,5.1808073170003786,A,31
18,just diatonic,E,B,-5.180807317000331,B,31
21,just diatonic,E,C,-0.7830603287135509,C,31
26,just diatonic,E,D,-11.14467496271422,D,31
0,just diatonic,F,F,0.0,F,31
5,just diatonic,F,G,-10.361614634000766,G,31
10,just diatonic,F,A,0.7830603287134593,A,31
15,just diatonic,F,B,-9.578554305287135,B,31
18,just diatonic,F,C,-5.180807317000523,C,31
23,just diatonic,F,D,-15.54242195100128,D,31
28,just diatonic,F,E,-4.39774698828712,E,31
0,just diatonic,G,G,0.0,G,31
5,just diatonic,G,A,11.144674962714287,A,31
10,just diatonic,G,B,0.7830603287134593,B,31
13,just diatonic,G,C,5.1808073170003786,C,31
18,just diatonic,G,D,-5.180807317000523,D,31
23,just diatonic,G,E,5.96386764571354,E,31
26,just diatonic,G,F,10.361614634000848,F,31
0,just diatonic,A,A,0.0,A,31
5,just diatonic,A,B,-10.361614634000185,B,31
8,just diatonic,A,C,-5.9638676457136635,C,31
13,just diatonic,A,D,-16.325482279714485,D,31
18,just diatonic,A,E,-5.180807317000331,E,31
21,just diatonic,A,F,-0.7830603287133586,F,31
26,just diatonic,A,G,-11.14467496271422,G,31
0,just diatonic,B,B,0.0,B,31
3,just diatonic,B,C,4.39774698828666,C,31
8,just diatonic,B,D,-5.96386764571405,D,31
13,just diatonic,B,E,5.180807316999996,E,31
16,just diatonic,B,F,9.578554305287138,F,31
21,just diatonic,B,G,-0.7830603287137432,G,31
26,just diatonic,B,A,10.361614634000464,A,31
0,just diatonic,C,C,0.0,C,32
5,just diatonic,C,D,-16.410001730775104,D,32
10,just diatonic,C,E,-11.313713864835114,E,32
13,just diatonic,C,F,-10.544999134612157,F,32
19,just diatonic,C,G,10.544999134612445,G,32
24,just diatonic,C,A,15.641287000552365,A,32
29,just diatonic,C,B,-0.7687147302221914,B,32
0,just diatonic,D,D,0.0,D,32
5,just diatonic,D,E,5.096287865939933,E,32
8,just diatonic,D,F,5.865002596162303,F,32
13,just diatonic,D,G,-10.544999134612544,G,32
18,just diatonic,D,A,-5.448711268672572,A,32
24,just diatonic,D,B,15.641287000552746,B,32
27,just diatonic,D,C,16.410001730774795,C,32
0,just diatonic,E,E,0.0,E,32
3,just diatonic,E,F,0.7687147302227716,F,32
8,just diatonic,E,G,-15.641287000552529,G,32
13,just diatonic,E,A,-10.544999134612738,A,32
19,just diatonic,E,B,10.544999134612826,B,32
22,just diatonic,E,C,11.31371386483479,C,32
27,just diatonic,E,D,-5.0962878659399715,D,32
0,just diatonic,F,F,0.0,F,32
5,just diatonic,F,G,-16.4100017307753,G,32
10,just diatonic,F,A,-11.313713864835309,A,32
16,just diatonic,F,B,9.776284404390458,B,32
19,just diatonic,F,C,10.544999134612445,C,32
24,just diatonic,F,D,-5.865002596162659,D,32
29,just diatonic,F,E,-0.7687147302223837,E,32
0,just diatonic,G,G,0.0,G,32
5,just diatonic,G,A,5.09628786593955,A,32
10,just diatonic,G,B,-11.31371386483492,B,32
13,just diatonic,G,C,-10.544999134612738,C,32
19,just diatonic,G,D,10.544999134612826,D,32
24,just diatonic,G,E,15.641287000552365,E,32
27,just diatonic,G,F,16.410001730775175,F,32
0,just diatonic,A,A,0.0,A,32
5,just diatonic,A,B,-16.410001730774717,B,32
8,just diatonic,A,C,-15.641287000552529,C,32
14,just diatonic,A,D,5.4487112686724934,D,32
19,just diatonic,A,E,10.544999134612826,E,32
22,just diatonic,A,F,11.313713864835172,F,32
27,just diatonic,A,G,-5.096287865939778,G,32
0,just diatonic,B,B,0.0,B,32
3,just diatonic,B,C,0.7687147302223873,C,32
8,just diatonic,B,D,-15.641287000552722,D,32
13,just diatonic,B,E,-10.544999134612931,E,32
16,just diatonic,B,F,-9.776284404390282,F,32
22,just diatonic,B,G,11.31371386483479,G,32
27,just diatonic,B,A,16.410001730774795,A,32
0,just diatonic,C,C,0.0,C,33
6,just diatonic,C,D,14.27181645104326,D,33
11,just diatonic,C,E,13.686286135165219,E,33
14,just diatonic,C,F,11.045909956296574,F,33
19,just diatonic,C,G,-11.045909956296265,G,33
24,just diatonic,C,A,-11.631440272174876,A,33
30,just diatonic,C,B,2.640376178868571,B,33
0,just diatonic,D,D,0.0,D,33
5,just diatonic,D,E,-0.5855303158782347,E,33
8,just diatonic,D,F,-3.225906494746591,F,33
14,just diatonic,D,G,11.045909956296574,G,33
19,just diatonic,D,A,10.460379640418296,A,33
24,just diatonic,D,B,-11.631440272174682,B,33
27,just diatonic,D,C,-14.271816451043184,C,33
0,just diatonic,E,E,0.0,E,33
3,just diatonic,E,F,-2.640376178868224,F,33
9,just diatonic,E,G,11.631440272174524,G,33
14,just diatonic,E,A,11.045909956296574,A,33
19,just diatonic,E,B,-11.045909956296072,B,33
22,just diatonic,E,C,-13.686286135165112,C,33
28,just diatonic,E,D,0.5855303158779972,D,33
0,just diatonic,F,F,0.0,F,33
6,just diatonic,F,G,14.27181645104326,G,33
11,just diatonic,F,A,13.686286135164837,A,33
16,just diatonic,F,B,-8.405533777427888,B,33
19,just diatonic,F,C,-11.045909956296459,C,33
25,just diatonic,F,D,3.2259064947466345,D,33
30,just diatonic,F,E,2.6403761788681868,E,33
0,just diatonic,G,G,0.0,G,33
5,just diatonic,G,A,-0.5855303158780424,A,33
11,just diatonic,G,B,13.686286135165219,B,33
14,just diatonic,G,C,11.045909956296574,C,33
19,just diatonic,G,D,-11.045909956296265,D,33
24,just diatonic,G,E,-11.631440272174682,E,33
27,just diatonic,G,F,-14.271816451043184,F,33
0,just diatonic,A,A,0.0,A,33
6,just diatonic,A,B,14.271816451043641,B,33
9,just diatonic,A,C,11.631440272174524,C,33
14,just diatonic,A,D,-10.460379640418383,D,33
19,just diatonic,A,E,-11.045909956296459,E,33
22,just diatonic,A,F,-13.686286135164918,F,33
28,just diatonic,A,G,0.5855303158783814,G,33
0,just diatonic,B,B,0.0,B,33
3,just diatonic,B,C,-2.640376178868994,C,33
9,just diatonic,B,D,11.631440272174524,D,33
14,just diatonic,B,E,11.045909956296192,E,33
17,just diatonic,B,F,8.40553377742809,F,33
22,just diatonic,B,G,-13.6862861351655,G,33
27,just diatonic,B,A,-14.271816451043572,A,33
0,just diatonic,C,C,0.0,C,34
6,just diatonic,C,D,7.854704151578286,D,34
11,just diatonic,C,E,1.9215802528123276,E,34
14,just diatonic,C,F,-3.9273520757888494,F,34
20,just diatonic,C,G,3.9273520757892872,G,34
25,just diatonic,C,A,-2.0057718229768144,A,34
31,just diatonic,C,B,5.848932328601268,B,34
0,just diatonic,D,D,0.0,D,34
5,just diatonic,D,E,-5.9331238987659844,E,34
8,just diatonic,D,F,-11.782056227366859,F,34
14,just diatonic,D,G,-3.9273520757888494,G,34
19,just diatonic,D,A,-9.86047597455493,A,34
25,just diatonic,D,B,-2.005771822976622,B,34
28,just diatonic,D,C,-7.854704151578038,C,34
0,just diatonic,E,E,0.0,E,34
3,just diatonic,E,F,-5.848932328600917,F,34
9,just diatonic,E,G,2.0057718229770294,G,34
14,just diatonic,E,A,-3.927352075789042,A,34
20,just diatonic,E,B,3.9273520757892872,B,34
23,just diatonic,E,C,-1.9215802528121713,C,34
29,just diatonic,E,D,5.9331238987658,D,34
0,just diatonic,F,F,0.0,F,34
6,just diatonic,F,G,7.854704151577903,G,34
11,just diatonic,F,A,1.921580252811944,A,34
17,just diatonic,F,B,9.776284404390458,B,34
20,just diatonic,F,C,3.9273520757889036,C,34
26,just diatonic,F,D,11.78205622736674,D,34
31,just diatonic,F,E,5.848932328600884,E,34
0,just diatonic,G,G,0.0,G,34
5,just diatonic,G,A,-5.933123898765791,A,34
11,just diatonic,G,B,1.9215802528123276,B,34
14,just diatonic,G,C,-3.9273520757888494,C,34
20,just diatonic,G,D,3.9273520757889036,D,34
25,just diatonic,G,E,-2.0057718229770067,E,34
28,just diatonic,G,F,-7.854704151578038,F,34
0,just diatonic,A,A,0.0,A,34
6,just diatonic,A,B,7.854704151578286,B,34
9,just diatonic,A,C,2.0057718229770294,C,34
15,just diatonic,A,D,9.860475974554914,D,34
20,just diatonic,A,E,3.9273520757889036,E,34
23,just diatonic,A,F,-1.9215802528117865,F,34
29,just diatonic,A,G,5.9331238987661825,G,34
0,just diatonic,B,B,0.0,B,34
3,just diatonic,B,C,-5.848932328601109,C,34
9,just diatonic,B,D,2.0057718229766452,D,34
14,just diatonic,B,E,-3.927352075789427,E,34
17,just diatonic,B,F,-9.776284404390282,F,34
23,just diatonic,B,G,-1.9215802528123636,G,34
28,just diatonic,B,A,-7.854704151578424,A,34
0,just diatonic,C,C,0.0,C,35
6,just diatonic,C,D,1.8042839835109559,D,35
11,just diatonic,C,E,-9.170856721977703,E,35
15,just diatonic,C,F,16.240715151101934,F,35
20,just diatonic,C,G,-16.240715151101515,G,35
26,just diatonic,C,A,7.069858429123889,A,35
32,just diatonic,C,B,8.874142412634885,B,35
0,just diatonic,D,D,0.0,D,35
5,just diatonic,D,E,-10.975140705488768,E,35
9,just diatonic,D,F,14.436431167590781,F,35
15,just diatonic,D,G,16.24071515110155,G,35
20,just diatonic,D,A,5.265574445613126,A,35
26,just diatonic,D,B,7.069858429123889,B,35
29,just diatonic,D,C,-1.8042839835104998,C,35
0,just diatonic,E,E,0.0,E,35
3,just diatonic,E,F,-8.874142412634594,F,35
9,just diatonic,E,G,-7.069858429124086,G,35
15,just diatonic,E,A,16.24071515110155,A,35
20,just diatonic,E,B,-16.240715151101515,B,35
24,just diatonic,E,C,9.170856721978161,C,35
30,just diatonic,E,D,10.975140705488421,D,35
0,just diatonic,F,F,0.0,F,35
6,just diatonic,F,G,1.8042839835105717,G,35
11,just diatonic,F,A,-9.170856721977897,A,35
17,just diatonic,F,B,-7.366572738466968,B,35
20,just diatonic,F,C,-16.240715151101902,C,35
26,just diatonic,F,D,-14.436431167591053,D,35
32,just diatonic,F,E,8.874142412634503,E,35
0,just diatonic,G,G,0.0,G,35
5,just diatonic,G,A,-10.975140705488768,A,35
11,just diatonic,G,B,-9.17085672197751,B,35
15,just diatonic,G,C,16.24071515110155,C,35
20,just diatonic,G,D,-16.240715151101707,D,35
26,just diatonic,G,E,7.069858429123889,E,35
29,just diatonic,G,F,-1.8042839835104998,F,35
0,just diatonic,A,A,0.0,A,35
6,just diatonic,A,B,1.8042839835109559,B,35
9,just diatonic,A,C,-7.069858429124086,C,35
15,just diatonic,A,D,-5.265574445612954,D,35
20,just diatonic,A,E,-16.240715151101902,E,35
24,just diatonic,A,F,9.170856721978161,F,35
30,just diatonic,A,G,10.975140705488421,G,35
0,just diatonic,B,B,0.0,B,35
3,just diatonic,B,C,-8.87414241263498,C,35
9,just diatonic,B,D,-7.069858429124278,D,35
15,just diatonic,B,E,16.24071515110155,E,35
18,just diatonic,B,F,7.366572738466893,F,35
24,just diatonic,B,G,9.17085672197778,G,35
29,just diatonic,B,A,-1.8042839835108846,A,35
0,just diatonic,C,C,0.0,C,36
6,just diatonic,C,D,-3.9100017307746735,D,36
12,just diatonic,C,E,13.686286135165219,E,36
15,just diatonic,C,F,1.9550008653876136,F,36
21,just diatonic,C,G,-1.9550008653873927,G,36
27,just diatonic,C,A,15.641287000552365,A,36
33,just diatonic,C,B,11.731285269777747,B,36
0,just diatonic,D,D,0.0,D,36
5,just diatonic,D,E,-15.737045467393239,E,36
9,just diatonic,D,F,5.865002596162303,F,36
15,just diatonic,D,G,1.9550008653876136,G,36
20,just diatonic,D,A,-13.782044602005968,A,36
27,just diatonic,D,B,15.641287000552746,B,36
30,just diatonic,D,C,3.910001730774752,C,36
0,just diatonic,E,E,0.0,E,36
3,just diatonic,E,F,-11.731285269777231,F,36
9,just diatonic,E,G,-15.641287000552529,G,36
15,just diatonic,E,A,1.9550008653872297,A,36
21,just diatonic,E,B,-1.9550008653872,B,36
24,just diatonic,E,C,-13.686286135165112,C,36
31,just diatonic,E,D,15.737045467393315,D,36
0,just diatonic,F,F,0.0,F,36
6,just diatonic,F,G,-3.910001730774866,G,36
12,just diatonic,F,A,13.686286135164837,A,36
18,just diatonic,F,B,9.776284404390458,B,36
21,just diatonic,F,C,-1.955000865387585,C,36
27,just diatonic,F,D,-5.865002596162659,D,36
33,just diatonic,F,E,11.731285269777365,E,36
0,just diatonic,G,G,0.0,G,36
5,just diatonic,G,A,-15.737045467393239,A,36
12,just diatonic,G,B,13.686286135165219,B,36
15,just diatonic,G,C,1.9550008653876136,C,36
21,just diatonic,G,D,-1.955000865387585,D,36
27,just diatonic,G,E,15.641287000552365,E,36
30,just diatonic,G,F,3.9100017307751354,F,36
0,just diatonic,A,A,0.0,A,36
6,just diatonic,A,B,-3.9100017307744803,B,36
9,just diatonic,A,C,-15.641287000552529,C,36
16,just diatonic,A,D,13.782044602006016,D,36
21,just diatonic,A,E,-1.9550008653873927,E,36
24,just diatonic,A,F,-13.686286135164918,F,36
31,just diatonic,A,G,15.737045467393695,G,36
0,just diatonic,B,B,0.0,B,36
3,just diatonic,B,C,-11.731285269777812,C,36
9,just diatonic,B,D,-15.641287000552722,D,36
15,just diatonic,B,E,1.9550008653872297,E,36
18,just diatonic,B,F,-9.776284404390282,F,36
24,just diatonic,B,G,-13.6862861351655,G,36
30,just diatonic,B,A,3.910001730774752,A,36
0,just diatonic,C,C,0.0,C,37
6,just diatonic,C,D,-9.315407136180417,D,37
12,just diatonic,C,E,2.8754753243541304,E,37
15,just diatonic,C,F,-11.55851264812579,F,37
22,just diatonic,C,G,11.558512648126296,G,37
27,just diatonic,C,A,-8.683037323771746,A,37
34,just diatonic,C,B,14.433987972480368,B,37
0,just diatonic,D,D,0.0,D,37
6,just diatonic,D,E,12.190882460534588,E,37
9,just diatonic,D,F,-2.2431055119455103,F,37
15,just diatonic,D,G,-11.55851264812579,G,37
21,just diatonic,D,A,0.6323698124083246,A,37
27,just diatonic,D,B,-8.683037323771552,B,37
31,just diatonic,D,C,9.315407136180326,C,37
0,just diatonic,E,E,0.0,E,37
3,just diatonic,E,F,-14.433987972480045,F,37
10,just diatonic,E,G,8.683037323771819,G,37
15,just diatonic,E,A,-11.558512648125983,A,37
22,just diatonic,E,B,11.558512648126296,B,37
25,just diatonic,E,C,-2.875475324354256,C,37
31,just diatonic,E,D,-12.190882460534517,D,37
0,just diatonic,F,F,0.0,F,37
6,just diatonic,F,G,-9.315407136180609,G,37
12,just diatonic,F,A,2.8754753243541304,A,37
18,just diatonic,F,B,-6.439931811826021,B,37
22,just diatonic,F,C,11.558512648125914,C,37
28,just diatonic,F,D,2.2431055119454957,D,37
34,just diatonic,F,E,14.433987972479986,E,37
0,just diatonic,G,G,0.0,G,37
6,just diatonic,G,A,12.190882460534588,A,37
12,just diatonic,G,B,2.8754753243545146,B,37
15,just diatonic,G,C,-11.558512648125983,C,37
22,just diatonic,G,D,11.558512648125914,D,37
27,just diatonic,G,E,-8.683037323771746,E,37
31,just diatonic,G,F,9.315407136180326,F,37
0,just diatonic,A,A,0.0,A,37
6,just diatonic,A,B,-9.31540713618003,B,37
10,just diatonic,A,C,8.683037323771819,C,37
16,just diatonic,A,D,-0.6323698124081817,D,37
22,just diatonic,A,E,11.558512648126296,E,37
25,just diatonic,A,F,-2.875475324353871,F,37
31,just diatonic,A,G,-12.190882460534517,G,37
0,just diatonic,B,B,0.0,B,37
3,just diatonic,B,C,-14.433987972480432,C,37
10,just diatonic,B,D,8.683037323771437,D,37
15,just diatonic,B,E,-11.558512648126177,E,37
19,just diatonic,B,F,6.439931811825975,F,37
25,just diatonic,B,G,-2.8754753243544484,G,37
31,just diatonic,B,A,9.315407136179944,A,37
0,just diatonic,C,C,0.0,C,38
6,just diatonic,C,D,-14.436317520249002,D,38
12,just diatonic,C,E,-7.3663454437824125,E,38
16,just diatonic,C,F,7.218158760124521,F,38
22,just diatonic,C,G,-7.218158760124299,G,38
28,just diatonic,C,A,-0.1481866836581074,A,38
34,just diatonic,C,B,-14.584504203906423,B,38
0,just diatonic,D,D,0.0,D,38
6,just diatonic,D,E,7.069972076465807,E,38
9,just diatonic,D,F,-9.924471088047987,F,38
16,just diatonic,D,G,7.218158760124521,G,38
22,just diatonic,D,A,14.28813083659036,A,38
28,just diatonic,D,B,-0.14818668365772292,B,38
32,just diatonic,D,C,14.436317520248538,C,38
0,just diatonic,E,E,0.0,E,38
4,just diatonic,E,F,14.584504203906665,F,38
10,just diatonic,E,G,0.14818668365802606,G,38
16,just diatonic,E,A,7.218158760124139,A,38
22,just diatonic,E,B,-7.218158760124106,B,38
26,just diatonic,E,C,7.366345443782594,C,38
32,just diatonic,E,D,-7.069972076466319,D,38
0,just diatonic,F,F,0.0,F,38
6,just diatonic,F,G,-14.43631752024881,G,38
12,just diatonic,F,A,-7.366345443782605,A,38
19,just diatonic,F,B,9.776284404390458,B,38
22,just diatonic,F,C,-7.218158760124299,C,38
29,just diatonic,F,D,9.924471088048035,D,38
34,just diatonic,F,E,-14.584504203906619,E,38
0,just diatonic,G,G,0.0,G,38
6,just diatonic,G,A,7.069972076465807,A,38
12,just diatonic,G,B,-7.366345443782219,B,38
16,just diatonic,G,C,7.218158760124521,C,38
22,just diatonic,G,D,-7.218158760124492,D,38
28,just diatonic,G,E,-0.14818668365791515,E,38
32,just diatonic,G,F,14.436317520248538,F,38
0,just diatonic,A,A,0.0,A,38
6,just diatonic,A,B,-14.436317520248423,B,38
10,just diatonic,A,C,0.14818668365802606,C,38
16,just diatonic,A,D,-14.288130836590687,D,38
22,just diatonic,A,E,-7.218158760124106,E,38
26,just diatonic,A,F,7.366345443782594,F,38
32,just diatonic,A,G,-7.069972076466319,G,38
0,just diatonic,B,B,0.0,B,38
4,just diatonic,B,C,14.584504203906283,C,38
10,just diatonic,B,D,0.1481866836576417,D,38
16,just diatonic,B,E,7.218158760124139,E,38
19,just diatonic,B,F,-9.776284404390282,F,38
26,just diatonic,B,G,7.366345443782211,G,38
32,just diatonic,B,A,14.436317520248158,A,38
0,just diatonic,C,C,0.0,C,39
7,just diatonic,C,D,11.474613653840736,D,39
13,just diatonic,C,E,13.686286135165219,E,39
16,just diatonic,C,F,-5.737306826919819,F,39
23,just diatonic,C,G,5.7373068269202685,G,39
29,just diatonic,C,A,7.948979308244753,A,39
35,just diatonic,C,B,-11.345637807145277,B,39
0,just diatonic,D,D,0.0,D,39
6,just diatonic,D,E,2.211672481324351,E,39
10,just diatonic,D,F,13.557310288470237,F,39
16,just diatonic,D,G,-5.737306826920012,G,39
22,just diatonic,D,A,-3.5256343455959285,A,39
29,just diatonic,D,B,7.948979308245136,B,39
32,just diatonic,D,C,-11.474613653840471,C,39
0,just diatonic,E,E,0.0,E,39
4,just diatonic,E,F,11.345637807145646,F,39
10,just diatonic,E,G,-7.948979308244856,G,39
16,just diatonic,E,A,-5.737306826920205,A,39
23,just diatonic,E,B,5.737306826920651,B,39
26,just diatonic,E,C,-13.686286135165112,C,39
33,just diatonic,E,D,-2.2116724813245576,D,39
0,just diatonic,F,F,0.0,F,39
7,just diatonic,F,G,11.474613653840736,G,39
13,just diatonic,F,A,13.686286135164837,A,39
19,just diatonic,F,B,-5.60833098022508,B,39
23,just diatonic,F,C,5.7373068269202685,C,39
29,just diatonic,F,D,-13.557310288470449,D,39
35,just diatonic,F,E,-11.345637807145664,E,39
0,just diatonic,G,G,0.0,G,39
6,just diatonic,G,A,2.211672481324351,A,39
13,just diatonic,G,B,13.686286135165219,B,39
16,just diatonic,G,C,-5.737306826920205,C,39
23,just diatonic,G,D,5.7373068269202685,D,39
29,just diatonic,G,E,7.948979308244753,E,39
32,just diatonic,G,F,-11.474613653840278,F,39
0,just diatonic,A,A,0.0,A,39
7,just diatonic,A,B,11.474613653841116,B,39
10,just diatonic,A,C,-7.948979308244856,C,39
17,just diatonic,A,D,3.5256343455957264,D,39
23,just diatonic,A,E,5.7373068269202685,E,39
26,just diatonic,A,F,-13.686286135164918,F,39
33,just diatonic,A,G,-2.2116724813245576,G,39
0,just diatonic,B,B,0.0,B,39
4,just diatonic,B,C,11.345637807145263,C,39
10,just diatonic,B,D,-7.948979308244856,D,39
16,just diatonic,B,E,-5.737306826920398,E,39
20,just diatonic,B,F,5.608330980225209,F,39
26,just diatonic,B,G,-13.6862861351655,G,39
32,just diatonic,B,A,-11.474613653840859,A,39
0,just diatonic,C,C,0.0,C,40
7,just diatonic,C,D,6.089998269224897,D,40
13,just diatonic,C,E,3.686286135165129,E,40
17,just diatonic,C,F,11.955000865387618,F,40
23,just diatonic,C,G,-11.95500086538743,G,40
29,just diatonic,C,A,-14.35871299944774,A,40
36,just diatonic,C,B,-8.268714730222182,B,40
0,just diatonic,D,D,0.0,D,40
6,just diatonic,D,E,-2.403712134060088,E,40
10,just diatonic,D,F,5.865002596162303,F,40
17,just diatonic,D,G,11.955000865387618,G,40
23,just diatonic,D,A,9.551288731327528,A,40
29,just diatonic,D,B,-14.35871299944735,B,40
33,just diatonic,D,C,-6.089998269225296,C,40
0,just diatonic,E,E,0.0,E,40
4,just diatonic,E,F,8.26871473022266,F,40
11,just diatonic,E,G,14.358712999447894,G,40
17,just diatonic,E,A,11.955000865387234,A,40
23,just diatonic,E,B,-11.955000865387042,B,40
27,just diatonic,E,C,-3.686286135164955,C,40
34,just diatonic,E,D,2.4037121340599725,D,40
0,just diatonic,F,F,0.0,F,40
7,just diatonic,F,G,6.089998269224897,G,40
13,just diatonic,F,A,3.6862861351647447,A,40
20,just diatonic,F,B,9.776284404390458,B,40
23,just diatonic,F,C,-11.955000865387817,C,40
30,just diatonic,F,D,-5.865002596162659,D,40
36,just diatonic,F,E,-8.268714730222761,E,40
0,just diatonic,G,G,0.0,G,40
6,just diatonic,G,A,-2.4037121340598953,A,40
13,just diatonic,G,B,3.686286135165129,B,40
17,just diatonic,G,C,11.955000865387618,C,40
23,just diatonic,G,D,-11.95500086538743,D,40
29,just diatonic,G,E,-14.358712999447546,E,40
33,just diatonic,G,F,-6.089998269225103,F,40
0,just diatonic,A,A,0.0,A,40
7,just diatonic,A,B,6.08999826922528,B,40
11,just diatonic,A,C,14.358712999447894,C,40
17,just diatonic,A,D,-9.551288731327203,D,40
23,just diatonic,A,E,-11.955000865387236,E,40
27,just diatonic,A,F,-3.6862861351647624,F,40
34,just diatonic,A,G,2.4037121340599725,G,40
0,just diatonic,B,B,0.0,B,40
4,just diatonic,B,C,8.268714730222277,C,40
11,just diatonic,B,D,14.358712999447512,D,40
17,just diatonic,B,E,11.955000865387234,E,40
20,just diatonic,B,F,-9.776284404390282,F,40
27,just diatonic,B,G,-3.6862861351651475,G,40
33,just diatonic,B,A,-6.089998269225682,A,40
