,name_2,root_1,pitch_class_smaller,edo_note_number,cents_diff,matched_pitch_class,n_edo
25,just diatonic,A,D,25,6.764500742356812,D,57
33,just diatonic,A,E,33,-7.218158760124106,E,57
39,just diatonic,A,F,39,7.366345443782594,F,57
48,just diatonic,A,G,48,-7.069972076466319,G,57
0,just diatonic,B,B,0,0.0,B,57
5,just diatonic,B,C,5,-6.468127375040801,C,57
15,just diatonic,B,D,15,0.1481866836576417,D,57
24,just diatonic,B,E,24,7.218158760124139,E,57
29,just diatonic,B,F,29,0.7500313850835191,F,57
39,just diatonic,B,G,39,7.366345443782211,G,57
47,just diatonic,B,A,47,-6.616314058699032,A,57
0,just diatonic,C,C,0,0.0,C,58
10,just diatonic,C,D,10,2.9865499933630995,D,58
19,just diatonic,C,E,19,6.789734411027084,E,58
24,just diatonic,C,F,24,-1.4932749966815675,F,58
34,just diatonic,C,G,34,1.4932749966816632,G,58
43,just diatonic,C,A,43,5.296459414345652,A,58
53,just diatonic,C,B,53,8.283009407708771,B,58
0,just diatonic,D,D,0,0.0,D,58
9,just diatonic,D,E,9,3.8031844176640957,E,58
14,just diatonic,D,F,14,-4.479824990044507,F,58
24,just diatonic,D,G,24,-1.4932749966815675,G,58
33,just diatonic,D,A,33,2.309909420982622,A,58
43,just diatonic,D,B,43,5.296459414346034,B,58
48,just diatonic,D,C,48,-2.9865499933632353,C,58
0,just diatonic,E,E,0,0.0,E,58
5,just diatonic,E,F,5,-8.283009407708644,F,58
15,just diatonic,E,G,15,-5.296459414345501,G,58
24,just diatonic,E,A,24,-1.4932749966815675,A,58
34,just diatonic,E,B,34,1.4932749966816632,B,58
39,just diatonic,E,C,39,-6.789734411027255,C,58
49,just diatonic,E,D,49,-3.8031844176639527,D,58
0,just diatonic,F,F,0,0.0,F,58
10,just diatonic,F,G,10,2.9865499933630995,G,58
19,just diatonic,F,A,19,6.789734411027084,A,58
29,just diatonic,F,B,29,9.776284404390458,B,58
34,just diatonic,F,C,34,1.4932749966812788,C,58
44,just diatonic,F,D,44,4.479824990043989,D,58
53,just diatonic,F,E,53,8.283009407708771,E,58
0,just diatonic,G,G,0,0.0,G,58
9,just diatonic,G,A,9,3.8031844176640957,A,58
19,just diatonic,G,B,19,6.789734411027466,B,58
24,just diatonic,G,C,24,-1.4932749966817598,C,58
34,just diatonic,G,D,34,1.4932749966812788,D,58
43,just diatonic,G,E,43,5.296459414345269,E,58
48,just diatonic,G,F,48,-2.9865499933628503,F,58
0,just diatonic,A,A,0,0.0,A,58
10,just diatonic,A,B,10,2.9865499933634836,B,58
15,just diatonic,A,C,15,-5.296459414345693,C,58
25,just diatonic,A,D,25,-2.309909420982697,D,58
34,just diatonic,A,E,34,1.4932749966816632,E,58
39,just diatonic,A,F,39,-6.789734411026869,F,58
49,just diatonic,A,G,49,-3.8031844176639527,G,58
0,just diatonic,B,B,0,0.0,B,58
5,just diatonic,B,C,5,-8.283009407709029,C,58
15,just diatonic,B,D,15,-5.296459414345885,D,58
24,just diatonic,B,E,24,-1.4932749966819523,E,58
29,just diatonic,B,F,29,-9.776284404390282,F,58
39,just diatonic,B,G,39,-6.789734411027449,G,58
48,just diatonic,B,A,48,-2.9865499933632353,A,58
0,just diatonic,C,C,0,0.0,C,59
10,just diatonic,C,D,10,-0.5201712223002242,D,59
19,just diatonic,C,E,19,0.12696410126653346,E,59
24,just diatonic,C,F,24,-9.90940591427338,F,59
35,just diatonic,C,G,35,9.909405914273238,G,59
43,just diatonic,C,A,43,-9.782441813006978,A,59
54,just diatonic,C,B,54,10.036370015540548,B,59
0,just diatonic,D,D,0,0.0,D,59
9,just diatonic,D,E,9,0.6471353235670183,E,59
14,just diatonic,D,F,14,-9.389234691973211,F,59
24,just diatonic,D,G,24,-9.909405914273574,G,59
33,just diatonic,D,A,33,-9.262270590706796,A,59
43,just diatonic,D,B,43,-9.782441813006592,B,59
49,just diatonic,D,C,49,0.5201712223007106,C,59
0,just diatonic,E,E,0,0.0,E,59
5,just diatonic,E,F,5,-10.036370015540294,F,59
16,just diatonic,E,G,16,9.782441813007127,G,59
24,just diatonic,E,A,24,-9.909405914273574,A,59
35,just diatonic,E,B,35,9.909405914273622,B,59
40,just diatonic,E,C,40,-0.12696410126674443,C,59
50,just diatonic,E,D,50,-0.6471353235672136,D,59
0,just diatonic,F,F,0,0.0,F,59
10,just diatonic,F,G,10,-0.5201712223004165,G,59
19,just diatonic,F,A,19,0.12696410126653346,A,59
29,just diatonic,F,B,29,-0.3932071210335553,B,59
35,just diatonic,F,C,35,9.909405914273238,C,59
45,just diatonic,F,D,45,9.389234691972867,D,59
54,just diatonic,F,E,54,10.036370015540166,E,59
0,just diatonic,G,G,0,0.0,G,59
9,just diatonic,G,A,9,0.6471353235670183,A,59
19,just diatonic,G,B,19,0.12696410126691784,B,59
24,just diatonic,G,C,24,-9.909405914273574,C,59
35,just diatonic,G,D,35,9.909405914273238,D,59
43,just diatonic,G,E,43,-9.782441813006784,E,59
49,just diatonic,G,F,49,0.5201712223007106,F,59
0,just diatonic,A,A,0,0.0,A,59
10,just diatonic,A,B,10,-0.5201712223002242,B,59
16,just diatonic,A,C,16,9.782441813006743,C,59
26,just diatonic,A,D,26,9.262270590706466,D,59
35,just diatonic,A,E,35,9.909405914273622,E,59
40,just diatonic,A,F,40,-0.12696410126674443,F,59
50,just diatonic,A,G,50,-0.6471353235670213,G,59
0,just diatonic,B,B,0,0.0,B,59
5,just diatonic,B,C,5,-10.036370015540678,C,59
16,just diatonic,B,D,16,9.782441813006743,D,59
24,just diatonic,B,E,24,-9.909405914273961,E,59
30,just diatonic,B,F,30,0.393207121033653,F,59
40,just diatonic,B,G,40,-0.12696410126693666,G,59
49,just diatonic,B,A,49,0.520171222299942,A,59
0,just diatonic,C,C,0,0.0,C,60
10,just diatonic,C,D,10,-3.9100017307746735,D,60
19,just diatonic,C,E,19,-6.313713864834968,E,60
25,just diatonic,C,F,25,1.9550008653876136,F,60
35,just diatonic,C,G,35,-1.9550008653873927,G,60
44,just diatonic,C,A,44,-4.358712999447557,A,60
54,just diatonic,C,B,54,-8.268714730222182,B,60
0,just diatonic,D,D,0,0.0,D,60
9,just diatonic,D,E,9,-2.403712134060088,E,60
15,just diatonic,D,F,15,5.865002596162303,F,60
25,just diatonic,D,G,25,1.9550008653876136,G,60
34,just diatonic,D,A,34,-0.44871126867276323,A,60
44,just diatonic,D,B,44,-4.358712999447173,B,60
50,just diatonic,D,C,50,3.910001730774752,C,60
0,just diatonic,E,E,0,0.0,E,60
6,just diatonic,E,F,6,8.26871473022266,F,60
16,just diatonic,E,G,16,4.35871299944751,G,60
25,just diatonic,E,A,25,1.9550008653872297,A,60
35,just diatonic,E,B,35,-1.9550008653872,B,60
41,just diatonic,E,C,41,6.313713864834909,C,60
51,just diatonic,E,D,51,2.4037121340599725,D,60
0,just diatonic,F,F,0,0.0,F,60
10,just diatonic,F,G,10,-3.910001730774866,G,60
19,just diatonic,F,A,19,-6.313713864835161,A,60
30,just diatonic,F,B,30,9.776284404390458,B,60
35,just diatonic,F,C,35,-1.955000865387585,C,60
45,just diatonic,F,D,45,-5.865002596162659,D,60
54,just diatonic,F,E,54,-8.268714730222761,E,60
0,just diatonic,G,G,0,0.0,G,60
9,just diatonic,G,A,9,-2.4037121340598953,A,60
19,just diatonic,G,B,19,-6.313713864834774,B,60
25,just diatonic,G,C,25,1.9550008653876136,C,60
35,just diatonic,G,D,35,-1.955000865387585,D,60
44,just diatonic,G,E,44,-4.358712999447557,E,60
50,just diatonic,G,F,50,3.9100017307751354,F,60
0,just diatonic,A,A,0,0.0,A,60
10,just diatonic,A,B,10,-3.9100017307744803,B,60
16,just diatonic,A,C,16,4.35871299944751,C,60
26,just diatonic,A,D,26,0.4487112686725524,D,60
35,just diatonic,A,E,35,-1.9550008653873927,E,60
41,just diatonic,A,F,41,6.313713864835292,F,60
51,just diatonic,A,G,51,2.4037121340599725,G,60
0,just diatonic,B,B,0,0.0,B,60
6,just diatonic,B,C,6,8.268714730222277,C,60
16,just diatonic,B,D,16,4.35871299944751,D,60
25,just diatonic,B,E,25,1.9550008653872297,E,60
30,just diatonic,B,F,30,-9.776284404390282,F,60
41,just diatonic,B,G,41,6.313713864834527,G,60
50,just diatonic,B,A,50,3.910001730774752,A,60
0,just diatonic,C,C,0,0.0,C,61
10,just diatonic,C,D,10,-7.188690255365162,D,61
20,just diatonic,C,E,20,7.128909085984751,E,61
25,just diatonic,C,F,25,-6.241720446087791,F,61
36,just diatonic,C,G,36,6.241720446087992,G,61
45,just diatonic,C,A,45,0.8871886398964953,A,61
55,just diatonic,C,B,55,-6.301501615467828,B,61
0,just diatonic,D,D,0,0.0,D,61
9,just diatonic,D,E,9,-5.3545318061911935,E,61
15,just diatonic,D,F,15,0.9469698092773017,F,61
25,just diatonic,D,G,25,-6.241720446088177,G,61
35,just diatonic,D,A,35,8.07587889526188,A,61
45,just diatonic,D,B,45,0.8871886398968795,B,61
51,just diatonic,D,C,51,7.188690255365212,C,61
0,just diatonic,E,E,0,0.0,E,61
6,just diatonic,E,F,6,6.301501615468607,F,61
16,just diatonic,E,G,16,-0.8871886398966469,G,61
25,just diatonic,E,A,25,-6.241720446088177,A,61
36,just diatonic,E,B,36,6.241720446088376,B,61
41,just diatonic,E,C,41,-7.128909085984647,C,61
52,just diatonic,E,D,52,5.3545318061909315,D,61
0,just diatonic,F,F,0,0.0,F,61
10,just diatonic,F,G,10,-7.1886902553655485,G,61
20,just diatonic,F,A,20,7.128909085984368,A,61
30,just diatonic,F,B,30,-0.0597811693801921,B,61
36,just diatonic,F,C,36,6.2417204460876095,C,61
46,just diatonic,F,D,46,-0.9469698092773845,D,61
55,just diatonic,F,E,55,-6.301501615468407,E,61
0,just diatonic,G,G,0,0.0,G,61
9,just diatonic,G,A,9,-5.3545318061911935,A,61
20,just diatonic,G,B,20,7.128909085984751,B,61
25,just diatonic,G,C,25,-6.241720446088177,C,61
36,just diatonic,G,D,36,6.241720446087992,D,61
45,just diatonic,G,E,45,0.8871886398968795,E,61
51,just diatonic,G,F,51,7.188690255365212,F,61
0,just diatonic,A,A,0,0.0,A,61
10,just diatonic,A,B,10,-7.188690255364969,B,61
16,just diatonic,A,C,16,-0.8871886398964546,C,61
26,just diatonic,A,D,26,-8.075878895261871,D,61
36,just diatonic,A,E,36,6.241720446087992,E,61
41,just diatonic,A,F,41,-7.128909085984647,F,61
52,just diatonic,A,G,52,5.354531806191314,G,61
0,just diatonic,B,B,0,0.0,B,61
6,just diatonic,B,C,6,6.301501615468224,C,61
16,just diatonic,B,D,16,-0.8871886398966469,D,61
25,just diatonic,B,E,25,-6.241720446088177,E,61
31,just diatonic,B,F,31,0.05978116938028144,F,61
41,just diatonic,B,G,41,-7.128909085985033,G,61
51,just diatonic,B,A,51,7.188690255364829,A,61
0,just diatonic,C,C,0,0.0,C,62
11,just diatonic,C,D,11,8.993224075676784,D,62
20,just diatonic,C,E,20,0.7830603287134593,E,62
26,just diatonic,C,F,26,5.1808073170003786,F,62
36,just diatonic,C,G,36,-5.180807317000523,G,62
46,just diatonic,C,A,46,5.96386764571354,A,62
56,just diatonic,C,B,56,-4.397746988286735,B,62
0,just diatonic,D,D,0,0.0,D,62
9,just diatonic,D,E,9,-8.210163746963435,E,62
15,just diatonic,D,F,15,-3.812416758676392,F,62
26,just diatonic,D,G,26,5.1808073170003786,G,62
35,just diatonic,D,A,35,-3.02935642996292,A,62
46,just diatonic,D,B,46,5.963867645713923,B,62
51,just diatonic,D,C,51,-8.993224075676507,C,62
0,just diatonic,E,E,0,0.0,E,62
6,just diatonic,E,F,6,4.397746988287044,F,62
16,just diatonic,E,G,16,-5.963867645713857,G,62
26,just diatonic,E,A,26,5.1808073170003786,A,62
36,just diatonic,E,B,36,-5.180807317000331,B,62
42,just diatonic,E,C,42,-0.7830603287135509,C,62
53,just diatonic,E,D,53,8.210163746963318,D,62
0,just diatonic,F,F,0,0.0,F,62
11,just diatonic,F,G,11,8.993224075676784,G,62
20,just diatonic,F,A,20,0.7830603287134593,A,62
30,just diatonic,F,B,30,-9.578554305287135,B,62
36,just diatonic,F,C,36,-5.180807317000523,C,62
47,just diatonic,F,D,47,3.812416758676006,D,62
56,just diatonic,F,E,56,-4.39774698828712,E,62
0,just diatonic,G,G,0,0.0,G,62
9,just diatonic,G,A,9,-8.210163746963435,A,62
20,just diatonic,G,B,20,0.7830603287134593,B,62
26,just diatonic,G,C,26,5.1808073170003786,C,62
36,just diatonic,G,D,36,-5.180807317000523,D,62
46,just diatonic,G,E,46,5.96386764571354,E,62
51,just diatonic,G,F,51,-8.993224075676507,F,62
0,just diatonic,A,A,0,0.0,A,62
11,just diatonic,A,B,11,8.993224075677166,B,62
16,just diatonic,A,C,16,-5.9638676457136635,C,62
27,just diatonic,A,D,27,3.0293564299626436,D,62
36,just diatonic,A,E,36,-5.180807317000331,E,62
42,just diatonic,A,F,42,-0.7830603287133586,F,62
53,just diatonic,A,G,53,8.210163746963318,G,62
0,just diatonic,B,B,0,0.0,B,62
6,just diatonic,B,C,6,4.39774698828666,C,62
16,just diatonic,B,D,16,-5.96386764571405,D,62
26,just diatonic,B,E,26,5.180807316999996,E,62
32,just diatonic,B,F,32,9.578554305287138,F,62
42,just diatonic,B,G,42,-0.7830603287137432,G,62
51,just diatonic,B,A,51,-8.993224075676892,A,62
0,just diatonic,C,C,0,0.0,C,63
11,just diatonic,C,D,11,5.61380779303478,D,63
20,just diatonic,C,E,20,-5.361332912453988,E,63
26,just diatonic,C,F,26,-2.806903896517279,F,63
37,just diatonic,C,G,37,2.8069038965173356,G,63
46,just diatonic,C,A,46,-8.168236808971635,A,63
57,just diatonic,C,B,57,-2.5544290159364236,B,63
0,just diatonic,D,D,0,0.0,D,63
10,just diatonic,D,E,10,8.072478342130736,E,63
15,just diatonic,D,F,15,-8.420711689551776,F,63
26,just diatonic,D,G,26,-2.806903896517279,G,63
36,just diatonic,D,A,36,5.265574445613126,A,63
46,just diatonic,D,B,46,-8.168236808971056,B,63
52,just diatonic,D,C,52,-5.6138077930345665,C,63
0,just diatonic,E,E,0,0.0,E,63
6,just diatonic,E,F,6,2.5544290159366034,F,63
17,just diatonic,E,G,17,8.168236808971207,G,63
26,just diatonic,E,A,26,-2.8069038965174715,A,63
37,just diatonic,E,B,37,2.8069038965177193,B,63
43,just diatonic,E,C,43,5.3613329124541105,C,63
53,just diatonic,E,D,53,-8.07247834213063,D,63
0,just diatonic,F,F,0,0.0,F,63
11,just diatonic,F,G,11,5.613807793034397,G,63
20,just diatonic,F,A,20,-5.36133291245418,A,63
31,just diatonic,F,B,31,0.2524748805805425,B,63
37,just diatonic,F,C,37,2.8069038965173356,C,63
48,just diatonic,F,D,48,8.4207116895518,D,63
57,just diatonic,F,E,57,-2.554429015936808,E,63
0,just diatonic,G,G,0,0.0,G,63
10,just diatonic,G,A,10,8.072478342130355,A,63
20,just diatonic,G,B,20,-5.361332912453988,B,63
26,just diatonic,G,C,26,-2.806903896517279,C,63
37,just diatonic,G,D,37,2.8069038965173356,D,63
46,just diatonic,G,E,46,-8.168236808971441,E,63
52,just diatonic,G,F,52,-5.6138077930345665,F,63
0,just diatonic,A,A,0,0.0,A,63
11,just diatonic,A,B,11,5.61380779303478,B,63
17,just diatonic,A,C,17,8.168236808971207,C,63
27,just diatonic,A,D,27,-5.265574445612954,D,63
37,just diatonic,A,E,37,2.8069038965173356,E,63
43,just diatonic,A,F,43,5.3613329124541105,F,63
53,just diatonic,A,G,53,-8.072478342130436,G,63
0,just diatonic,B,B,0,0.0,B,63
6,just diatonic,B,C,6,2.5544290159362193,C,63
17,just diatonic,B,D,17,8.168236808970823,D,63
26,just diatonic,B,E,26,-2.8069038965176643,E,63
32,just diatonic,B,F,32,-0.25247488058091094,F,63
43,just diatonic,B,G,43,5.361332912453728,G,63
52,just diatonic,B,A,52,-5.613807793034759,A,63
0,just diatonic,C,C,0,0.0,C,64
11,just diatonic,C,D,11,2.3399982692247865,D,64
21,just diatonic,C,E,21,7.436286135165193,E,64
27,just diatonic,C,F,27,8.205000865387493,F,64
37,just diatonic,C,G,37,-8.205000865387563,G,64
47,just diatonic,C,A,47,-3.108712999447692,A,64
58,just diatonic,C,B,58,-0.7687147302221914,B,64
0,just diatonic,D,D,0,0.0,D,64
10,just diatonic,D,E,10,5.096287865939933,E,64
16,just diatonic,D,F,16,5.865002596162303,F,64
27,just diatonic,D,G,27,8.205000865387111,G,64
36,just diatonic,D,A,36,-5.448711268672572,A,64
47,just diatonic,D,B,47,-3.108712999447307,B,64
53,just diatonic,D,C,53,-2.339998269225107,C,64
0,just diatonic,E,E,0,0.0,E,64
6,just diatonic,E,F,6,0.7687147302227716,F,64
17,just diatonic,E,G,17,3.108712999447496,G,64
27,just diatonic,E,A,27,8.205000865387111,A,64
37,just diatonic,E,B,37,-8.205000865387177,B,64
43,just diatonic,E,C,43,-7.436286135165073,C,64
54,just diatonic,E,D,54,-5.0962878659399715,D,64
0,just diatonic,F,F,0,0.0,F,64
11,just diatonic,F,G,11,2.3399982692247865,G,64
21,just diatonic,F,A,21,7.436286135164809,A,64
31,just diatonic,F,B,31,-8.97371559560974,B,64
37,just diatonic,F,C,37,-8.205000865387756,C,64
48,just diatonic,F,D,48,-5.865002596162659,D,64
58,just diatonic,F,E,58,-0.7687147302223837,E,64
0,just diatonic,G,G,0,0.0,G,64
10,just diatonic,G,A,10,5.09628786593955,A,64
21,just diatonic,G,B,21,7.436286135165193,B,64
27,just diatonic,G,C,27,8.205000865387493,C,64
37,just diatonic,G,D,37,-8.205000865387563,D,64
47,just diatonic,G,E,47,-3.1087129994474996,E,64
53,just diatonic,G,F,53,-2.339998269225107,F,64
0,just diatonic,A,A,0,0.0,A,64
11,just diatonic,A,B,11,2.3399982692251706,B,64
17,just diatonic,A,C,17,3.108712999447496,C,64
28,just diatonic,A,D,28,5.4487112686724934,D,64
37,just diatonic,A,E,37,-8.205000865387563,E,64
43,just diatonic,A,F,43,-7.43628613516488,F,64
54,just diatonic,A,G,54,-5.096287865939778,G,64
0,just diatonic,B,B,0,0.0,B,64
6,just diatonic,B,C,6,0.7687147302223873,C,64
17,just diatonic,B,D,17,3.1087129994471123,D,64
27,just diatonic,B,E,27,8.205000865387111,E,64
33,just diatonic,B,F,33,8.973715595609649,F,64
43,just diatonic,B,G,43,-7.436286135165073,G,64
53,just diatonic,B,A,53,-2.3399982692252994,A,64
0,just diatonic,C,C,0,0.0,C,65
11,just diatonic,C,D,11,-0.8330786538521113,D,65
21,just diatonic,C,E,21,1.378593827472914,E,65
27,just diatonic,C,F,27,0.4165393269260629,F,65
38,just diatonic,C,G,38,-0.4165393269257136,G,65
48,just diatonic,C,A,48,1.79513315439855,A,65
59,just diatonic,C,B,59,0.9620545005468207,B,65
0,just diatonic,D,D,0,0.0,D,65
10,just diatonic,D,E,10,2.211672481324351,E,65
16,just diatonic,D,F,16,1.2496179807781935,F,65
27,just diatonic,D,G,27,0.4165393269260629,G,65
37,just diatonic,D,A,37,2.628211808250514,A,65
48,just diatonic,D,B,48,1.795133154398934,B,65
54,just diatonic,D,C,54,0.8330786538515511,C,65
0,just diatonic,E,E,0,0.0,E,65
6,just diatonic,E,F,6,-0.9620545005464234,F,65
17,just diatonic,E,G,17,-1.7951331543985563,G,65
27,just diatonic,E,A,27,0.41653932692567863,A,65
38,just diatonic,E,B,38,-0.41653932692552137,B,65
44,just diatonic,E,C,44,-1.3785938274729108,C,65
55,just diatonic,E,D,55,-2.2116724813245576,D,65
0,just diatonic,F,F,0,0.0,F,65
11,just diatonic,F,G,11,-0.8330786538521113,G,65
21,just diatonic,F,A,21,1.3785938274725298,A,65
32,just diatonic,F,B,32,0.5455151736211454,B,65
38,just diatonic,F,C,38,-0.4165393269259058,C,65
49,just diatonic,F,D,49,-1.2496179807777619,D,65
59,just diatonic,F,E,59,0.9620545005464365,E,65
0,just diatonic,G,G,0,0.0,G,65
10,just diatonic,G,A,10,2.211672481324351,A,65
21,just diatonic,G,B,21,1.378593827472914,B,65
27,just diatonic,G,C,27,0.41653932692567863,C,65
38,just diatonic,G,D,38,-0.4165393269257136,D,65
48,just diatonic,G,E,48,1.79513315439855,E,65
54,just diatonic,G,F,54,0.8330786538519354,F,65
0,just diatonic,A,A,0,0.0,A,65
11,just diatonic,A,B,11,-0.8330786538517267,B,65
17,just diatonic,A,C,17,-1.7951331543987488,C,65
28,just diatonic,A,D,28,-2.6282118082504105,D,65
38,just diatonic,A,E,38,-0.4165393269257136,E,65
44,just diatonic,A,F,44,-1.3785938274725262,F,65
55,just diatonic,A,G,55,-2.2116724813245576,G,65
0,just diatonic,B,B,0,0.0,B,65
6,just diatonic,B,C,6,-0.9620545005470004,C,65
17,just diatonic,B,D,17,-1.795133154398941,D,65
27,just diatonic,B,E,27,0.41653932692567863,E,65
33,just diatonic,B,F,33,-0.545515173621005,F,65
44,just diatonic,B,G,44,-1.378593827473103,G,65
54,just diatonic,B,A,54,0.8330786538515511,A,65
0,just diatonic,C,C,0,0.0,C,66
11,just diatonic,C,D,11,-3.9100017307746735,D,66
21,just diatonic,C,E,21,-4.495532046652959,E,66
27,just diatonic,C,F,27,-7.135908225521163,F,66
39,just diatonic,C,G,39,7.135908225521872,G,66
49,just diatonic,C,A,49,6.550377909643249,A,66
60,just diatonic,C,B,60,2.640376178868571,B,66
0,just diatonic,D,D,0,0.0,D,66
10,just diatonic,D,E,10,-0.5855303158782347,E,66
16,just diatonic,D,F,16,-3.225906494746591,F,66
27,just diatonic,D,G,27,-7.135908225521356,G,66
37,just diatonic,D,A,37,-7.721438541400203,A,66
49,just diatonic,D,B,49,6.550377909643632,B,66
55,just diatonic,D,C,55,3.910001730774752,C,66
0,just diatonic,E,E,0,0.0,E,66
6,just diatonic,E,F,6,-2.640376178868224,F,66
17,just diatonic,E,G,17,-6.55037790964353,G,66
27,just diatonic,E,A,27,-7.135908225521548,A,66
39,just diatonic,E,B,39,7.135908225521872,B,66
45,just diatonic,E,C,45,4.4955320466531745,C,66
56,just diatonic,E,D,56,0.5855303158779972,D,66
0,just diatonic,F,F,0,0.0,F,66
11,just diatonic,F,G,11,-3.910001730774866,G,66
21,just diatonic,F,A,21,-4.495532046653344,A,66
32,just diatonic,F,B,32,-8.405533777427888,B,66
39,just diatonic,F,C,39,7.135908225521489,C,66
50,just diatonic,F,D,50,3.2259064947466345,D,66
60,just diatonic,F,E,60,2.6403761788681868,E,66
0,just diatonic,G,G,0,0.0,G,66
10,just diatonic,G,A,10,-0.5855303158780424,A,66
21,just diatonic,G,B,21,-4.495532046652959,B,66
27,just diatonic,G,C,27,-7.135908225521548,C,66
39,just diatonic,G,D,39,7.135908225521489,D,66
49,just diatonic,G,E,49,6.550377909643632,E,66
55,just diatonic,G,F,55,3.9100017307751354,F,66
0,just diatonic,A,A,0,0.0,A,66
11,just diatonic,A,B,11,-3.9100017307744803,B,66
17,just diatonic,A,C,17,-6.55037790964353,C,66
29,just diatonic,A,D,29,7.721438541400057,D,66
39,just diatonic,A,E,39,7.135908225521489,E,66
45,just diatonic,A,F,45,4.4955320466531745,F,66
56,just diatonic,A,G,56,0.5855303158783814,G,66
0,just diatonic,B,B,0,0.0,B,66
6,just diatonic,B,C,6,-2.640376178868994,C,66
17,just diatonic,B,D,17,-6.550377909643723,D,66
27,just diatonic,B,E,27,-7.135908225521548,E,66
34,just diatonic,B,F,34,8.40553377742809,F,66
45,just diatonic,B,G,45,4.495532046652792,G,66
55,just diatonic,B,A,55,3.910001730774752,A,66
0,just diatonic,C,C,0,0.0,C,67
11,just diatonic,C,D,11,-6.895076357640642,D,67
22,just diatonic,C,E,22,7.716136881433714,E,67
28,just diatonic,C,F,28,3.4475381788203605,F,67
39,just diatonic,C,G,39,-3.447538178820356,G,67
49,just diatonic,C,A,49,-6.7467727009402,A,67
61,just diatonic,C,B,61,4.268598702613588,B,67
0,just diatonic,D,D,0,0.0,D,67
10,just diatonic,D,E,10,-3.299234522119873,E,67
16,just diatonic,D,F,16,-7.5678332247328655,F,67
28,just diatonic,D,G,28,3.4475381788203605,G,67
38,just diatonic,D,A,38,0.14830365670062637,A,67
49,just diatonic,D,B,49,-6.746772700939814,B,67
56,just diatonic,D,C,56,6.895076357640344,C,67
0,just diatonic,E,E,0,0.0,E,67
6,just diatonic,E,F,6,-4.268598702612964,F,67
18,just diatonic,E,G,18,6.746772700940213,G,67
28,just diatonic,E,A,28,3.4475381788203605,A,67
39,just diatonic,E,B,39,-3.4475381788201633,B,67
45,just diatonic,E,C,45,-7.716136881433602,C,67
57,just diatonic,E,D,57,3.2992345221197117,D,67
0,just diatonic,F,F,0,0.0,F,67
11,just diatonic,F,G,11,-6.895076357640642,G,67
22,just diatonic,F,A,22,7.71613688143333,A,67
33,just diatonic,F,B,33,0.821060523793343,B,67
39,just diatonic,F,C,39,-3.4475381788205484,C,67
51,just diatonic,F,D,51,7.567833224732927,D,67
61,just diatonic,F,E,61,4.268598702613204,E,67
0,just diatonic,G,G,0,0.0,G,67
10,just diatonic,G,A,10,-3.299234522119873,A,67
22,just diatonic,G,B,22,7.716136881433714,B,67
28,just diatonic,G,C,28,3.4475381788203605,C,67
39,just diatonic,G,D,39,-3.4475381788205484,D,67
49,just diatonic,G,E,49,-6.746772700940392,E,67
56,just diatonic,G,F,56,6.895076357640726,F,67
0,just diatonic,A,A,0,0.0,A,67
11,just diatonic,A,B,11,-6.895076357640257,B,67
18,just diatonic,A,C,18,6.746772700940213,C,67
29,just diatonic,A,D,29,-0.1483036567004446,D,67
39,just diatonic,A,E,39,-3.4475381788201633,E,67
45,just diatonic,A,F,45,-7.7161368814334095,F,67
57,just diatonic,A,G,57,3.2992345221197117,G,67
0,just diatonic,B,B,0,0.0,B,67
6,just diatonic,B,C,6,-4.268598702613542,C,67
18,just diatonic,B,D,18,6.746772700939831,D,67
28,just diatonic,B,E,28,3.4475381788199773,E,67
34,just diatonic,B,F,34,-0.8210605237931587,F,67
45,just diatonic,B,G,45,-7.716136881433796,G,67
56,just diatonic,B,A,56,6.895076357639962,A,67
0,just diatonic,C,C,0,0.0,C,68
12,just diatonic,C,D,12,7.854704151578286,D,68
22,just diatonic,C,E,22,1.9215802528123276,E,68
28,just diatonic,C,F,28,-3.9273520757888494,F,68
40,just diatonic,C,G,40,3.9273520757892872,G,68
50,just diatonic,C,A,50,-2.0057718229768144,A,68
62,just diatonic,C,B,62,5.848932328601268,B,68
0,just diatonic,D,D,0,0.0,D,68
10,just diatonic,D,E,10,-5.9331238987659844,E,68
17,just diatonic,D,F,17,5.865002596162303,F,68
28,just diatonic,D,G,28,-3.9273520757888494,G,68
39,just diatonic,D,A,39,7.786582848974247,A,68
50,just diatonic,D,B,50,-2.005771822976622,B,68
56,just diatonic,D,C,56,-7.854704151578038,C,68
0,just diatonic,E,E,0,0.0,E,68
6,just diatonic,E,F,6,-5.848932328600917,F,68
18,just diatonic,E,G,18,2.0057718229770294,G,68
28,just diatonic,E,A,28,-3.927352075789042,A,68
40,just diatonic,E,B,40,3.9273520757892872,B,68
46,just diatonic,E,C,46,-1.9215802528121713,C,68
58,just diatonic,E,D,58,5.9331238987658,D,68
0,just diatonic,F,F,0,0.0,F,68
12,just diatonic,F,G,12,7.854704151577903,G,68
22,just diatonic,F,A,22,1.921580252811944,A,68
33,just diatonic,F,B,33,-7.870774419139203,B,68
40,just diatonic,F,C,40,3.9273520757889036,C,68
51,just diatonic,F,D,51,-5.865002596162659,D,68
62,just diatonic,F,E,62,5.848932328600884,E,68
0,just diatonic,G,G,0,0.0,G,68
10,just diatonic,G,A,10,-5.933123898765791,A,68
22,just diatonic,G,B,22,1.9215802528123276,B,68
